city,population
"Douglas, AZ",16193
"Eloy, AZ",19625
"Flagstaff, AZ",75038
"Glendale, AZ",252381
"Globe, AZ",7347
"Goodyear, AZ",86840
"Holbrook, AZ",5084
"Kingman, AZ",31013
"Maricopa, AZ",52127
"Mesa, AZ",518012
"Nogales, AZ",20103
"Page, AZ",7529
"Peoria, AZ",175961
"Phoenix, AZ",1680992
"Prescott, AZ",44299
"Safford, AZ",9983
"Scottsdale, AZ",258069
"Sedona, AZ",10339
"Somerton, AZ",16554
"Surprise, AZ",141664
"Tempe, AZ",195805
"Tolleson, AZ",7372
"Tombstone, AZ",1303
"Tucson, AZ",548073
"Willcox, AZ",3533
"Williams, AZ",3248
"Winslow, AZ",9338
"Yuma, AZ",98285
"Adona, AR",206
"Alexander, AR",3457
"Alma, AR",5864
"Altheimer, AR",811
"Altus, AR",729
"Amity, AR",685
"Arkadelphia, AR",10726
"Ashdown, AR",4400
"Atkins, AR",3037
"Augusta, AR",1947
"Austin, AR",4079
"Barling, AR",5036
"Batesville, AR",10878
"Bay, AR",1821
"Bearden, AR",858
"Beebe, AR",8168
"Belleville, AR",418
"Benton, AR",36820
"Bentonville, AR",54909
"Berryville, AR",5550
"Blevins, AR",301
"Blytheville, AR",13455
"Bonanza, AR",564
"Bono, AR",2484
"Booneville, AR",3785
"Bradford, AR",736
"Bradley, AR",527
"Branch, AR",341
"Briarcliff, AR",240
"Brinkley, AR",2590
"Brookland, AR",3674
"Bryant, AR",20968
"Buckner, AR",229
"Cabot, AR",26352
"Calion, AR",445
"Camden, AR",10749
"Caraway, AR",1282
"Carlisle, AR",2156
"Carthage, AR",295
"Cedarville, AR",1410
"Centerton, AR",16244
"Charleston, AR",2467
"Chidester, AR",260
"Clarendon, AR",1361
"Clarkedale, AR",360
"Clarksville, AR",9764
"Clinton, AR",2520
"Colt, AR",329
"Conway, AR",67638
"Corning, AR",3056
"Cotter, AR",950
"Crossett, AR",4794
"Cushman, AR",459
"Danville, AR",2393
"Dardanelle, AR",4541
"Decatur, AR",1790
"Delight, AR",271
"Dermott, AR",2483
"DeWitt, AR",3005
"Diaz, AR",1208
"Dierks, AR",1082
"Dover, AR",1440
"Dumas, AR",4046
"Dyer, AR",902
"Earle, AR",2179
"Elaine, AR",499
"Elkins, AR",3487
"Emmet, AR",461
"England, AR",2689
"Eudora, AR",1903
"Farmington, AR",7400
"Fayetteville, AR",87590
"Fifty-Six, AR",174
"Fisher, AR",213
"Flippin, AR",1322
"Fordyce, AR",3705
"Foreman, AR",926
"Fouke, AR",878
"Gassville, AR",2158
"Gentry, AR",4023
"Gillett, AR",680
"Gilmore, AR",246
"Glenwood, AR",2128
"Gosnell, AR",3116
"Gould, AR",724
"Grady, AR",391
"Grannis, AR",574
"Gravette, AR",3516
"Greenbrier, AR",5665
"Greenland, AR",1403
"Greenway, AR",189
"Greenwood, AR",9414
"Grubbs, AR",353
"Gurdon, AR",2085
"Guy, AR",788
"Hackett, AR",844
"Hamburg, AR",2603
"Hampton, AR",1258
"Hardy, AR",765
"Harrisburg, AR",2309
"Harrison, AR",13080
"Hartford, AR",629
"Hartman, AR",556
"Haskell, AR",4605
"Havana, AR",363
"Hazen, AR",1344
"Hermitage, AR",771
"Highland, AR",1107
"Holland, AR",577
"Hope, AR",9599
"Horatio, AR",1030
"Hoxie, AR",2601
"Hughes, AR",1216
"Humnoke, AR",274
"Humphrey, AR",479
"Huntington, AR",621
"Huntsville, AR",2569
"Huttig, AR",528
"Jacksonville, AR",28235
"Jasper, AR",488
"Johnson, AR",3742
"Joiner, AR",500
"Jonesboro, AR",78394
"Judsonia, AR",1994
"Keiser, AR",676
"Kensett, AR",1617
"Kibler, AR",1028
"Kingsland, AR",400
"Knobel, AR",261
"Lakeview, AR",719
"Lamar, AR",1722
"Lavaca, AR",2427
"Leachville, AR",1864
"Lepanto, AR",1807
"Leslie, AR",415
"Lewisville, AR",1114
"Lincoln, AR",2481
"Lockesburg, AR",724
"London, AR",1067
"Lonoke, AR",4187
"Lowell, AR",9544
"Luxora, AR",1027
"McCrory, AR",1488
"McGehee, AR",3683
"McNeil, AR",470
"McRae, AR",669
"Madison, AR",686
"Magazine, AR",830
"Magnolia, AR",11467
"Malvern, AR",10931
"Manila, AR",3357
"Mansfield, AR",1096
"Marianna, AR",3402
"Marion, AR",12310
"Marmaduke, AR",1251
"Marshall, AR",1336
"Marvell, AR",916
"Maumelle, AR",18199
"Mayflower, AR",2391
"Melbourne, AR",1868
"Mena, AR",5490
"Mitchellville, AR",339
"Monette, AR",1595
"Monticello, AR",9372
"Montrose, AR",304
"Morrilton, AR",6645
"Mountainburg, AR",613
"Mulberry, AR",1692
"Murfreesboro, AR",1586
"Nashville, AR",4386
"Newark, AR",1199
"Newport, AR",7474
"Norfork, AR",536
"Norphlet, AR",782
"Ogden, AR",155
"Ola, AR",1209
"Oppelo, AR",743
"Osceola, AR",6638
"Oxford, AR",679
"Ozark, AR",3595
"Palestine, AR",576
"Pangburn, AR",579
"Paragould, AR",28986
"Paris, AR",3365
"Parkdale, AR",252
"Parkin, AR",990
"Patterson, AR",391
"Perryville, AR",1458
"Piggott, AR",3529
"Plainview, AR",579
"Plumerville, AR",772
"Pocahontas, AR",6645
"Pollard, AR",203
"Portland, AR",388
"Pottsville, AR",3327
"Prescott, AR",2989
"Quitman, AR",719
"Ratcliff, AR",183
"Rector, AR",1732
"Redfield, AR",1514
"Reyno, AR",451
"Rison, AR",1212
"Rockport, AR",704
"Rogers, AR",68669
"Russellville, AR",29175
"Salem, AR",1675
"Salesville, AR",460
"Scranton, AR",230
"Searcy, AR",23660
"Sheridan, AR",4929
"Sherwood, AR",31436
"Smackover, AR",1688
"Southside, AR",3989
"Sparkman, AR",375
"Springdale, AR",81125
"Stamps, AR",1465
"Stephens, AR",787
"Strong, AR",504
"Stuttgart, AR",8490
"Summit, AR",590
"Swifton, AR",734
"Taylor, AR",567
"Texarkana, AR",29657
"Thornton, AR",383
"Tillar, AR",212
"Tontitown, AR",4358
"Traskwood, AR",548
"Trumann, AR",6969
"Tuckerman, AR",1682
"Turrell, AR",555
"Tyronza, AR",721
"Vilonia, AR",4623
"Waldo, AR",1265
"Waldron, AR",3374
"Ward, AR",5358
"Warren, AR",5587
"Washington, AR",168
"Watson, AR",180
"Weiner, AR",674
"Wheatley, AR",298
"Wilmar, AR",485
"Wilmot, AR",492
"Wilson, AR",815
"Wilton, AR",347
"Winslow, AR",424
"Winthrop, AR",180
"Wrightsville, AR",2131
"Wynne, AR",7749
"Yellville, AR",1156
"Adelanto, CA",34049
"Alameda, CA",77624
"Albany, CA",19696
"Alhambra, CA",83750
"Alturas, CA",2563
"Anaheim, CA",350365
"Anderson, CA",10630
"Angels, CA",3956
"Antioch, CA",111502
"Arcadia, CA",57939
"Arcata, CA",18431
"Artesia, CA",16601
"Arvin, CA",21851
"Atascadero, CA",30075
"Atwater, CA",29559
"Auburn, CA",14195
"Avalon, CA",3681
"Avenal, CA",13496
"Azusa, CA",49974
"Bakersfield, CA",384145
"Banning, CA",31221
"Barstow, CA",23915
"Beaumont, CA",51063
"Bell, CA",35521
"Bellflower, CA",76435
"Belmont, CA",26941
"Belvedere, CA",2104
"Benicia, CA",28240
"Berkeley, CA",121363
"Biggs, CA",1879
"Bishop, CA",3747
"Blythe, CA",19682
"Bradbury, CA",1070
"Brawley, CA",26227
"Brea, CA",43255
"Brentwood, CA",64474
"Brisbane, CA",4671
"Buellton, CA",5102
"Burbank, CA",102511
"Burlingame, CA",30889
"Calabasas, CA",23853
"Calexico, CA",39825
"Calimesa, CA",9160
"Calipatria, CA",7114
"Calistoga, CA",5247
"Camarillo, CA",69888
"Campbell, CA",41793
"Capitola, CA",10010
"Carlsbad, CA",115382
"Carmel-by-the-Sea, CA",3811
"Carpinteria, CA",13385
"Carson, CA",91394
"Ceres, CA",48706
"Cerritos, CA",49859
"Chico, CA",103301
"Chino, CA",94371
"Chowchilla, CA",18310
"Claremont, CA",36266
"Clayton, CA",12265
"Clearlake, CA",15267
"Cloverdale, CA",8656
"Clovis, CA",114584
"Coachella, CA",45743
"Coalinga, CA",17179
"Colfax, CA",2002
"Colton, CA",54824
"Colusa, CA",6060
"Commerce, CA",12661
"Compton, CA",95605
"Concord, CA",129295
"Corcoran, CA",21960
"Corning, CA",7710
"Corona, CA",169868
"Coronado, CA",23731
"Cotati, CA",7410
"Covina, CA",47450
"Cudahy, CA",23569
"Cupertino, CA",59276
"Cypress, CA",49006
"Davis, CA",69413
"Delano, CA",53573
"Dinuba, CA",24461
"Dixon, CA",20698
"Dorris, CA",897
"Downey, CA",111126
"Duarte, CA",21271
"Dublin, CA",64826
"Dunsmuir, CA",1564
"Eastvale, CA",64157
"Emeryville, CA",12086
"Encinitas, CA",62709
"Escalon, CA",7574
"Escondido, CA",151625
"Etna, CA",718
"Eureka, CA",26710
"Exeter, CA",10485
"Fairfield, CA",117133
"Farmersville, CA",10703
"Ferndale, CA",1352
"Fillmore, CA",15870
"Firebaugh, CA",8296
"Folsom, CA",81328
"Fontana, CA",214547
"Fortuna, CA",12259
"Fowler, CA",6790
"Fremont, CA",241110
"Fresno, CA",531576
"Fullerton, CA",138632
"Galt, CA",26536
"Gardena, CA",59329
"Gilroy, CA",59032
"Glendale, CA",199303
"Glendora, CA",51544
"Goleta, CA",30911
"Gonzales, CA",8306
"Greenfield, CA",17516
"Gridley, CA",7246
"Guadalupe, CA",7783
"Gustine, CA",5882
"Hanford, CA",57703
"Hawthorne, CA",86068
"Hayward, CA",159203
"Healdsburg, CA",11845
"Hemet, CA",85334
"Hercules, CA",26276
"Hesperia, CA",95750
"Highland, CA",55417
"Hollister, CA",40740
"Holtville, CA",6621
"Hughson, CA",7565
"Huron, CA",7281
"Imperial, CA",18120
"Indio, CA",91765
"Industry, CA",202
"Inglewood, CA",108151
"Ione, CA",8568
"Irvine, CA",287401
"Irwindale, CA",1446
"Isleton, CA",844
"Jackson, CA",4840
"Kerman, CA",15282
"Kingsburg, CA",12108
"Lafayette, CA",26638
"Lakeport, CA",5006
"Lakewood, CA",79307
"Lancaster, CA",157601
"Larkspur, CA",12254
"Lathrop, CA",24483
"Lawndale, CA",32389
"Lemoore, CA",26725
"Lincoln, CA",48275
"Lindsay, CA",13463
"Livermore, CA",90189
"Livingston, CA",14896
"Lodi, CA",67586
"Lomita, CA",20320
"Lompoc, CA",42853
"Loyalton, CA",702
"Lynwood, CA",69887
"McFarland, CA",15506
"Madera, CA",65860
"Malibu, CA",11820
"Manteca, CA",83028
"Maricopa, CA",1192
"Marina, CA",22781
"Martinez, CA",38297
"Marysville, CA",12476
"Maywood, CA",26973
"Mendota, CA",11511
"Menifee, CA",94756
"Merced, CA",83676
"Millbrae, CA",22394
"Milpitas, CA",84196
"Modesto, CA",215196
"Monrovia, CA",36331
"Montague, CA",1398
"Montclair, CA",40083
"Montebello, CA",61954
"Monterey, CA",28178
"Moorpark, CA",36375
"Murrieta, CA",116223
"Napa, CA",78130
"Needles, CA",4976
"Newark, CA",49149
"Newman, CA",11784
"Norco, CA",26604
"Norwalk, CA",103949
"Novato, CA",55516
"Oakdale, CA",23596
"Oakland, CA",433031
"Oakley, CA",42543
"Oceanside, CA",175742
"Ojai, CA",7470
"Ontario, CA",185010
"Orange, CA",138669
"Orinda, CA",19926
"Orland, CA",7827
"Oroville, CA",20737
"Oxnard, CA",208881
"Pacifica, CA",38546
"Palmdale, CA",155079
"Paramount, CA",53955
"Parlier, CA",15618
"Pasadena, CA",141029
"Patterson, CA",22524
"Perris, CA",79291
"Petaluma, CA",60520
"Piedmont, CA",11135
"Pinole, CA",19250
"Pittsburg, CA",72588
"Placentia, CA",51233
"Placerville, CA",11175
"Pleasanton, CA",81777
"Plymouth, CA",1076
"Pomona, CA",151691
"Porterville, CA",59599
"Portola, CA",1930
"Poway, CA",49323
"Redding, CA",92590
"Redlands, CA",71513
"Reedley, CA",25658
"Rialto, CA",103526
"Richmond, CA",110567
"Ridgecrest, CA",28973
"Ripon, CA",16386
"Riverbank, CA",24881
"Riverside, CA",331360
"Rocklin, CA",68823
"Rosemead, CA",54058
"Roseville, CA",141500
"Sacramento, CA",513624
"Salinas, CA",155465
"Sanger, CA",25339
"Santee, CA",58081
"Saratoga, CA",30153
"Sausalito, CA",7068
"Seaside, CA",33748
"Sebastopol, CA",7674
"Selma, CA",24825
"Shafter, CA",20401
"Soledad, CA",25999
"Solvang, CA",5838
"Sonoma, CA",11024
"Sonora, CA",4864
"Stanton, CA",38139
"Stockton, CA",312697
"Sunnyvale, CA",152703
"Susanville, CA",15010
"Taft, CA",9272
"Tehachapi, CA",13011
"Tehama, CA",373
"Temecula, CA",114761
"Torrance, CA",143592
"Tracy, CA",94740
"Trinidad, CA",355
"Tulare, CA",65496
"Tulelake, CA",978
"Turlock, CA",73631
"Tustin, CA",79348
"Ukiah, CA",15995
"Upland, CA",77140
"Vacaville, CA",100670
"Vallejo, CA",121692
"Vernon, CA",110
"Victorville, CA",122385
"Visalia, CA",134605
"Vista, CA",101638
"Walnut, CA",29685
"Wasco, CA",28710
"Waterford, CA",8962
"Watsonville, CA",53856
"Weed, CA",2725
"Westminster, CA",90643
"Westmorland, CA",2254
"Wheatland, CA",3873
"Whittier, CA",85098
"Wildomar, CA",37229
"Williams, CA",5408
"Willits, CA",4890
"Willows, CA",6072
"Winters, CA",7315
"Woodlake, CA",7658
"Woodland, CA",60548
"Yountville, CA",2966
"Yreka, CA",7518
"Yucaipa, CA",53921
"Alamosa, CO",9591
"Arvada, CO",121272
"Aspen, CO",7401
"Aurora, CO",379289
"Boulder, CO",105673
"Brighton, CO",41554
"Broomfield, CO",70465
"Brush, CO",5420
"Burlington, CO",3140
"Centennial, CO",110937
"Cortez, CO",8736
"Craig, CO",9022
"Dacono, CO",6034
"Delta, CO",8995
"Denver, CO",727211
"Durango, CO",18973
"Edgewater, CO",5335
"Englewood, CO",34917
"Evans, CO",21205
"Florence, CO",3944
"Fountain, CO",30735
"Fruita, CO",13478
"Glendale, CO",5141
"Golden, CO",20767
"Greeley, CO",108649
"Gunnison, CO",6640
"Holyoke, CO",2208
"Lafayette, CO",30687
"Lakewood, CO",157935
"Lamar, CO",7655
"Leadville, CO",2868
"Littleton, CO",48065
"Longmont, CO",97261
"Louisville, CO",20816
"Loveland, CO",78877
"Montrose, CO",19782
"Northglenn, CO",38819
"Ouray, CO",1034
"Pueblo, CO",112361
"Rifle, CO",9706
"Salida, CO",6082
"Sheridan, CO",6183
"Sterling, CO",14495
"Thornton, CO",141464
"Trinidad, CO",8200
"Victor, CO",426
"Walsenburg, CO",3029
"Westminster, CO",113166
"Wray, CO",2349
"Yuma, CO",3479
"Ansonia, CT",18654
"Bridgeport, CT",144399
"Bristol, CT",59947
"Danbury, CT",84694
"Derby, CT",12339
"Groton, CT",8911
"Hartford, CT",122105
"Meriden, CT",59395
"Middletown, CT",46258
"Norwalk, CT",88816
"Norwich, CT",38768
"Shelton, CT",41129
"Stamford, CT",129638
"Torrington, CT",34044
"Waterbury, CT",107568
"Dover, DE",38166
"Harrington, DE",3638
"Lewes, DE",3322
"Milford, DE",11732
"Newark, DE",33515
"Seaford, DE",8013
"Wilmington, DE",70166
"Washington,DC",705749
"Alachua, FL",9899
"Apalachicola, FL",2354
"Apopka, FL",53447
"Arcadia, FL",8314
"Archer, FL",1198
"Atlantis, FL",2129
"Auburndale, FL",16650
"Aventura, FL",36987
"Bartow, FL",20147
"Belleview, FL",5101
"Blountstown, FL",2443
"Bonifay, FL",2704
"Bradenton, FL",59439
"Bristol, FL",980
"Brooksville, FL",8564
"Bunnell, FL",2943
"Bushnell, FL",3183
"Callaway, FL",14060
"Carrabelle, FL",2820
"Casselberry, FL",28757
"Chattahoochee, FL",3198
"Chiefland, FL",2186
"Chipley, FL",3608
"Clearwater, FL",116946
"Clermont, FL",38654
"Clewiston, FL",8020
"Cocoa, FL",18603
"Coleman, FL",911
"Crestview, FL",25274
"Davenport, FL",6005
"DeBary, FL",21305
"DeLand, FL",34851
"Deltona, FL",92757
"Destin, FL",14247
"Doral, FL",65741
"Dunedin, FL",36537
"Dunnellon, FL",1840
"Edgewater, FL",23918
"Edgewood, FL",3003
"Eustis, FL",21303
"Everglades, FL",421
"Fellsmere, FL",5695
"Freeport, FL",2566
"Frostproof, FL",3261
"Gainesville, FL",133997
"Graceville, FL",2125
"Greenacres, FL",41117
"Gretna, FL",1436
"Groveland, FL",16423
"Gulfport, FL",12342
"Hampton, FL",502
"Hawthorne, FL",1522
"Hialeah, FL",233339
"Hollywood, FL",154817
"Homestead, FL",69523
"Inverness, FL",7414
"Jacksonville, FL",911507
"Jasper, FL",4157
"Kissimmee, FL",72717
"LaBelle, FL",5221
"Lakeland, FL",112136
"Largo, FL",84948
"Lauderhill, FL",71868
"Lawtey, FL",725
"Layton, FL",182
"Leesburg, FL",23671
"Longwood, FL",15561
"Macclenny, FL",6940
"Madison, FL",2763
"Maitland, FL",17652
"Marathon, FL",8581
"Margate, FL",58796
"Marianna, FL",5803
"Mascotte, FL",6315
"Melbourne, FL",83029
"Miami, FL",467963
"Midway, FL",3000
"Milton, FL",10523
"Minneola, FL",12595
"Miramar, FL",141191
"Monticello, FL",2409
"Mulberry, FL",4257
"Naples, FL",22088
"Newberry, FL",6231
"Niceville, FL",15972
"Ocala, FL",60786
"Ocoee, FL",48263
"Okeechobee, FL",5816
"Oldsmar, FL",15061
"Opa-locka, FL",15887
"Orlando, FL",287442
"Oviedo, FL",41860
"Pahokee, FL",6315
"Palatka, FL",10451
"Palmetto, FL",13748
"Parker, FL",4249
"Parkland, FL",34170
"Pensacola, FL",52975
"Perry, FL",6879
"Plantation, FL",94580
"Quincy, FL",6827
"Rockledge, FL",28227
"Sanford, FL",61448
"Sanibel, FL",7401
"Sarasota, FL",58285
"Sebastian, FL",26118
"Sebring, FL",10600
"Seminole, FL",18838
"Sopchoppy, FL",492
"Springfield, FL",8577
"Starke, FL",5422
"Stuart, FL",16237
"Sunrise, FL",95166
"Sweetwater, FL",20994
"Tallahassee, FL",194500
"Tamarac, FL",66721
"Tampa, FL",399700
"Tavares, FL",17749
"Titusville, FL",46580
"Trenton, FL",2160
"Umatilla, FL",3861
"Valparaiso, FL",5401
"Venice, FL",23985
"Vernon, FL",706
"Waldo, FL",1008
"Wauchula, FL",4786
"Webster, FL",1151
"Westlake, FL",1447
"Weston, FL",71166
"Wewahitchka, FL",2133
"Wildwood, FL",7276
"Williston, FL",2735
"Zephyrhills, FL",16456
"Abbeville, GA",2684
"Acworth, GA",22818
"Adairsville, GA",4963
"Adel, GA",5336
"Adrian, GA",668
"Ailey, GA",536
"Albany, GA",72130
"Allenhurst, GA",716
"Allentown, GA",154
"Alma, GA",3380
"Alpharetta, GA",67213
"Ambrose, GA",379
"Americus, GA",15108
"Andersonville, GA",221
"Aragon, GA",1336
"Arcade, GA",1972
"Arlington, GA",1326
"Arnoldsville, GA",366
"Ashburn, GA",3704
"Atlanta, GA",506811
"Attapulgus, GA",425
"Auburn, GA",7660
"Austell, GA",7170
"Avera, GA",225
"Baconton, GA",827
"Bainbridge, GA",12081
"Baldwin, GA",3414
"Barnesville, GA",6659
"Barwick, GA",372
"Baxley, GA",4659
"Bellville, GA",118
"Berlin, GA",554
"Blackshear, GA",3527
"Blairsville, GA",643
"Blakely, GA",4571
"Bloomingdale, GA",2686
"Blythe, GA",711
"Boston, GA",1317
"Bostwick, GA",395
"Bowdon, GA",2100
"Bowman, GA",808
"Bremen, GA",6638
"Brookhaven, GA",55554
"Brooklet, GA",1815
"Broxton, GA",1196
"Brunswick, GA",16256
"Buchanan, GA",1176
"Buford, GA",15522
"Butler, GA",1759
"Byron, GA",5226
"Cairo, GA",9369
"Calhoun, GA",17271
"Camilla, GA",5012
"Canon, GA",785
"Canton, GA",30528
"Carlton, GA",260
"Carnesville, GA",601
"Carrollton, GA",27259
"Cartersville, GA",21760
"Cecil, GA",283
"Cedartown, GA",9997
"Centerville, GA",7884
"Chamblee, GA",30307
"Chatsworth, GA",4290
"Chauncey, GA",326
"Chickamauga, GA",3256
"Clarkesville, GA",1821
"Clarkston, GA",12637
"Claxton, GA",2204
"Clayton, GA",2193
"Cleveland, GA",4165
"Climax, GA",262
"Cobbtown, GA",357
"Cochran, GA",4993
"Cohutta, GA",637
"Colbert, GA",598
"Collins, GA",571
"Colquitt, GA",1834
"Columbus, GA",195769
"Comer, GA",1178
"Commerce, GA",7085
"Concord, GA",384
"Conyers, GA",16256
"Coolidge, GA",529
"Cordele, GA",10521
"Cornelia, GA",4683
"Covington, GA",14206
"Crawford, GA",836
"Crawfordville, GA",473
"Culloden, GA",186
"Cumming, GA",6547
"Cuthbert, GA",3417
"Dacula, GA",6350
"Dahlonega, GA",7294
"Daisy, GA",141
"Dallas, GA",13981
"Dalton, GA",33665
"Damascus, GA",224
"Danielsville, GA",594
"Darien, GA",1921
"Davisboro, GA",1958
"Dawson, GA",4126
"Dawsonville, GA",3246
"Decatur, GA",25696
"Demorest, GA",2125
"Denton, GA",248
"Dillard, GA",377
"Doerun, GA",736
"Donalsonville, GA",2466
"Doraville, GA",10265
"Douglas, GA",11695
"Douglasville, GA",33992
"Dublin, GA",15881
"Dudley, GA",561
"Duluth, GA",29609
"Dunwoody, GA",49356
"Eastman, GA",5067
"Eatonton, GA",6725
"Edison, GA",1396
"Elberton, GA",4329
"Ellaville, GA",1867
"Ellijay, GA",1714
"Emerson, GA",1596
"Ephesus, GA",461
"Eton, GA",902
"Euharlee, GA",4367
"Fairburn, GA",16768
"Fairmount, GA",736
"Fargo, GA",316
"Fayetteville, GA",17991
"Fitzgerald, GA",8662
"Flemington, GA",717
"Flovilla, GA",660
"Folkston, GA",5037
"Forsyth, GA",4130
"Franklin, GA",971
"Funston, GA",450
"Gainesville, GA",43232
"Garfield, GA",201
"Gibson, GA",631
"Gillsville, GA",240
"Glennville, GA",5020
"Glenwood, GA",651
"Gordon, GA",1857
"Graham, GA",290
"Grantville, GA",3296
"Gray, GA",3274
"Grayson, GA",4452
"Greensboro, GA",3304
"Greenville, GA",845
"Griffin, GA",22813
"Grovetown, GA",15152
"Gumbranch, GA",265
"Guyton, GA",2226
"Hagan, GA",965
"Hahira, GA",3029
"Hamilton, GA",1117
"Hampton, GA",8073
"Hapeville, GA",6534
"Harlem, GA",3371
"Hartwell, GA",4437
"Hawkinsville, GA",5270
"Hazlehurst, GA",4137
"Helen, GA",560
"Hephzibah, GA",3944
"Hiawassee, GA",911
"Hinesville, GA",33273
"Hiram, GA",4223
"Hoboken, GA",536
"Hogansville, GA",3128
"Homeland, GA",941
"Homerville, GA",2350
"Hoschton, GA",2180
"Hull, GA",201
"Ideal, GA",439
"Ila, GA",359
"Irwinton, GA",555
"Ivey, GA",914
"Jackson, GA",5239
"Jacksonville, GA",133
"Jakin, GA",146
"Jasper, GA",3974
"Jefferson, GA",12032
"Jeffersonville, GA",939
"Jenkinsburg, GA",376
"Jersey, GA",146
"Jesup, GA",9841
"Jonesboro, GA",4962
"Kennesaw, GA",34077
"Keysville, GA",332
"Kingsland, GA",17949
"Kingston, GA",679
"Kite, GA",227
"LaFayette, GA",7339
"LaGrange, GA",30305
"Lakeland, GA",3282
"Lavonia, GA",2200
"Lawrenceville, GA",30834
"Leary, GA",559
"Leesburg, GA",3055
"Leslie, GA",371
"Lexington, GA",228
"Lilburn, GA",12810
"Lilly, GA",197
"Lincolnton, GA",1503
"Lithonia, GA",2331
"Loganville, GA",12880
"Louisville, GA",2215
"Lovejoy, GA",6840
"Ludowici, GA",2283
"Lula, GA",2961
"Lumpkin, GA",1266
"Luthersville, GA",831
"Lyons, GA",4233
"McCaysville, GA",1204
"McDonough, GA",26768
"McRae-Helena, GA",8277
"Madison, GA",4210
"Manassas, GA",85
"Manchester, GA",3970
"Mansfield, GA",442
"Marietta, GA",60867
"Marshallville, GA",1227
"Meansville, GA",214
"Meigs, GA",1031
"Menlo, GA",456
"Metter, GA",3942
"Midville, GA",254
"Midway, GA",2061
"Milan, GA",657
"Milledgeville, GA",18704
"Millen, GA",2766
"Milner, GA",654
"Milton, GA",39587
"Molena, GA",400
"Monroe, GA",13673
"Montezuma, GA",2952
"Monticello, GA",2719
"Morgan, GA",1835
"Morganton, GA",323
"Morrow, GA",7192
"Morven, GA",549
"Moultrie, GA",14211
"Nahunta, GA",1141
"Nashville, GA",4851
"Nelson, GA",1377
"Newnan, GA",41581
"Newton, GA",575
"Nicholls, GA",3333
"Nicholson, GA",1869
"Norcross, GA",16592
"Norwood, GA",222
"Nunez, GA",145
"Oakwood, GA",4156
"Ocilla, GA",3732
"Oconee, GA",243
"Odum, GA",503
"Offerman, GA",441
"Oglethorpe, GA",1156
"Oliver, GA",230
"Omega, GA",1230
"Oxford, GA",2346
"Palmetto, GA",4851
"Patterson, GA",755
"Pavo, GA",604
"Pearson, GA",2042
"Pelham, GA",3466
"Pembroke, GA",2626
"Perry, GA",17894
"Pinehurst, GA",355
"Pitts, GA",293
"Plains, GA",716
"Plainville, GA",318
"Pooler, GA",25694
"Porterdale, GA",1478
"Poulan, GA",870
"Quitman, GA",3652
"Reidsville, GA",2645
"Remerton, GA",1079
"Rentz, GA",285
"Reynolds, GA",960
"Riceboro, GA",778
"Richland, GA",1643
"Rincon, GA",10361
"Ringgold, GA",3630
"Riverdale, GA",15594
"Roberta, GA",973
"Rochelle, GA",1103
"Rockmart, GA",4433
"Rome, GA",36716
"Rossville, GA",4009
"Roswell, GA",94763
"Royston, GA",2571
"Rutledge, GA",842
"Sandersville, GA",5399
"Sardis, GA",960
"Savannah, GA",144464
"Scotland, GA",337
"Screven, GA",771
"Senoia, GA",4412
"Sharon, GA",126
"Shellman, GA",933
"Shiloh, GA",486
"Smithville, GA",636
"Smyrna, GA",56666
"Snellville, GA",20077
"Soperton, GA",3148
"Sparta, GA",1230
"Springfield, GA",4084
"Stapleton, GA",393
"Statesboro, GA",32954
"Statham, GA",2839
"Stillmore, GA",518
"Stockbridge, GA",29904
"Stonecrest, GA",54903
"Summertown, GA",158
"Summerville, GA",4243
"Suwanee, GA",20907
"Swainsboro, GA",7542
"Sycamore, GA",664
"Sylvania, GA",2463
"Sylvester, GA",5776
"Talbotton, GA",848
"Tallapoosa, GA",3185
"Temple, GA",4795
"Tennille, GA",2123
"Thomaston, GA",8752
"Thomasville, GA",18518
"Thomson, GA",6528
"Tifton, GA",16838
"Toccoa, GA",8336
"Toomsboro, GA",486
"Trenton, GA",2151
"Tucker, GA",36395
"Unadilla, GA",3525
"Uvalda, GA",582
"Valdosta, GA",56457
"Varnell, GA",2139
"Vidalia, GA",10402
"Vidette, GA",107
"Vienna, GA",3549
"Waco, GA",524
"Wadley, GA",1858
"Waleska, GA",964
"Walthourville, GA",4115
"Warrenton, GA",1720
"Warwick, GA",386
"Washington, GA",3963
"Watkinsville, GA",2936
"Waycross, GA",13480
"Waynesboro, GA",5363
"Whigham, GA",464
"White, GA",725
"Whitesburg, GA",611
"Willacoochee, GA",1354
"Williamson, GA",514
"Winder, GA",17937
"Winterville, GA",1237
"Woodbine, GA",1352
"Woodbury, GA",902
"Woodland, GA",353
"Woodstock, GA",33039
"Woodville, GA",382
"Wrens, GA",1939
"Wrightsville, GA",3618
"Zebulon, GA",1228
"Aberdeen, ID",1977
"Acequia, ID",133
"Albion, ID",276
